customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C0359,Male,0,No,No,59,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,21.92,1319.45,No
C0360,Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),111.6,3247.03,Yes
C0361,Female,0,No,Yes,1,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,27.51,0.0,No
C0362,Male,0,No,No,61,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,85.4,5150.57,Yes
C0363,Male,0,No,Yes,48,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),31.34,1427.45,No
C0364,Female,0,No,No,8,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Mailed check,105.99,869.5,No
C0365,Male,0,No,No,30,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,69.07,2123.09,No
C0366,Male,0,No,Yes,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),26.23,1597.06,No
C0367,Female,0,Yes,Yes,47,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),79.67,3841.99,No
C0368,Female,0,No,No,24,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,18.91,431.74,No
C0369,Male,1,Yes,No,35,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,95.6,3329.82,No
C0370,Male,1,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),83.06,586.75,No
C0371,Female,0,No,No,57,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,39.26,2226.35,No
C0372,Female,0,Yes,No,44,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),55.48,2466.06,No
C0373,Female,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.78,1113.6,No
C0374,Female,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),87.37,3250.32,No
C0375,Male,0,No,No,57,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),50.27,2775.92,No
C0376,Female,0,Yes,Yes,63,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.16,4759.11,No
C0377,Female,0,No,No,43,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,113.67,4861.51,No
C0378,Male,0,No,No,28,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,47.95,1284.12,No
C0379,Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),117.02,6756.21,No
C0380,Male,0,No,No,70,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.27,5786.53,No
C0381,Female,0,Yes,No,8,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,42.21,282.14,Yes
C0382,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),61.68,344.76,No
C0383,Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),92.05,2598.45,No
C0384,Male,0,Yes,No,57,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),62.65,3638.12,No
C0385,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),24.85,391.45,No
C0386,Female,0,No,No,15,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),34.86,444.88,No
C0387,Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,97.13,243.89,No
C0388,Male,0,Yes,No,20,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.84,1644.31,Yes
C0389,Male,0,Yes,No,63,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,74.98,4787.46,No
C0390,Male,0,No,No,35,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,34.76,1257.4,No
C0391,Male,0,No,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,101.78,6258.37,Yes
C0392,Male,1,Yes,Yes,41,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,114.07,4795.29,No
C0393,Female,0,No,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.09,919.79,No
C0394,Female,0,No,Yes,60,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),25.8,1620.14,No
C0395,Male,0,Yes,No,12,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,106.47,1257.4,No
C0396,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,99.56,1022.64,No
C0397,Female,0,No,Yes,53,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.79,4203.76,No
C0398,Female,1,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),112.5,1711.46,No
C0399,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,82.64,597.22,Yes
C0400,Male,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,39.6,2193.77,No
C0401,Female,0,No,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,90.86,5057.57,Yes
C0402,Female,0,No,Yes,39,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),82.57,3231.75,Yes
C0403,Male,0,No,No,58,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),116.57,6648.19,Yes
C0404,Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),39.39,34.6,Yes
C0405,Female,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,77.79,750.53,No
C0406,Female,1,Yes,No,43,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),96.02,4193.87,No
C0407,Female,0,No,No,10,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,51.9,479.88,No
C0408,Female,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),55.97,124.19,No
C0409,Female,0,No,No,49,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),106.79,5293.12,Yes
C0410,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),58.42,535.23,No
C0411,Male,0,No,No,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,80.47,1776.13,No
C0412,Female,0,Yes,Yes,17,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.92,1828.96,Yes
C0413,Female,0,No,No,61,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,38.98,2453.72,No
C0414,Male,0,No,Yes,61,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),116.19,7101.91,No
C0415,Male,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),88.2,3333.09,No
C0416,Male,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),67.61,4423.22,No
C0417,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),61.09,2180.43,No
C0418,Female,1,No,Yes,66,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,113.44,7454.65,No
C0419,Female,0,No,Yes,60,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,38.57,2393.05,Yes
C0420,Female,0,Yes,No,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,49.17,46.3,Yes
C0421,Female,1,Yes,Yes,44,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,48.78,2262.44,No
C0422,Female,0,Yes,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),46.9,1194.13,Yes
C0423,Female,1,Yes,No,20,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),64.85,1349.07,Yes
C0424,Male,0,Yes,No,12,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,116.92,1440.78,Yes
C0425,Female,0,Yes,Yes,26,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,106.88,2764.61,No
C0426,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.79,343.54,Yes
C0427,Male,0,No,Yes,21,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),60.29,1273.09,No
C0428,Female,0,Yes,No,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),84.95,4440.42,Yes
C0429,Male,0,No,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),19.72,93.19,Yes
C0430,Female,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,100.02,2249.45,Yes
C0431,Male,0,Yes,No,69,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,105.98,7316.96,No
C0432,Female,0,No,No,32,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.72,3407.91,No
C0433,Male,1,Yes,No,27,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,55.51,1487.98,No
C0434,Female,0,Yes,Yes,7,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),64.2,543.59,Yes
C0435,Female,0,No,No,0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,19.24,0.0,No
C0436,Female,0,Yes,No,36,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.94,2036.59,No
C0437,Female,0,Yes,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,64.04,3924.15,No
C0438,Female,1,Yes,No,21,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),108.7,2330.54,Yes
C0439,Male,0,Yes,No,69,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),107.4,7370.33,Yes
C0440,Male,0,Yes,Yes,20,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),114.61,2366.71,No
C0441,Male,0,Yes,No,34,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,106.51,3595.02,Yes
C0442,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),18.82,95.24,No
C0443,Male,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),82.15,4878.85,No
C0444,Female,0,No,No,45,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Mailed check,24.82,1066.11,No
C0445,Female,0,No,No,49,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),45.26,2148.2,No
C0446,Male,0,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,75.83,3578.15,No
C0447,Male,0,Yes,Yes,5,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.06,426.44,Yes
C0448,Female,1,Yes,Yes,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),83.46,4615.22,Yes
C0449,Male,1,No,Yes,58,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,22.91,1261.5,Yes
C0450,Female,0,No,No,28,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,28.36,776.24,No
C0451,Female,0,No,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),30.86,2151.11,Yes
C0452,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,27.14,339.51,No
C0453,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),35.82,85.59,No
C0454,Female,1,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),86.85,570.08,Yes
C0455,Male,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,101.08,5432.2,No
C0456,Male,0,No,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,58.88,2143.92,No
C0457,Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.28,4076.09,Yes
C0458,Female,0,Yes,No,26,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,38.0,925.9,No
C0459,Male,0,Yes,No,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),115.33,2248.6,No
C0460,Male,0,No,No,11,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),53.0,605.71,No
C0461,Female,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,102.59,4378.79,Yes
C0462,Male,0,Yes,No,60,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,112.54,6742.03,No
C0463,Female,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,104.47,3132.01,No
C0464,Male,0,No,No,60,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,24.71,1398.5,Yes
C0465,Female,0,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),83.03,5448.78,No
C0466,Male,0,No,Yes,34,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),30.01,1028.86,Yes
C0467,Female,0,Yes,No,14,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Mailed check,18.57,279.34,No
C0468,Male,0,No,Yes,15,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),23.18,438.9,No
C0469,Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),109.61,1222.77,No
C0470,Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),108.85,3712.37,No
C0471,Male,0,No,Yes,58,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,40.58,2334.83,No
C0472,Female,1,Yes,No,20,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,72.71,1457.98,No
C0473,Male,0,No,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.5,6020.64,No
C0474,Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,67.67,1952.87,No
C0475,Male,0,Yes,No,47,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),57.36,2639.26,No
C0476,Female,0,Yes,No,34,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),66.32,2188.94,Yes
C0477,Male,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),97.02,3576.49,No
C0478,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.73,1900.87,No
C0479,Male,0,No,Yes,23,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,96.33,2209.94,Yes
C0480,Female,0,No,No,48,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),61.17,2923.49,Yes
C0481,Female,0,No,Yes,31,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,43.2,1216.7,No
C0482,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),50.65,2831.78,No
C0483,Male,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),25.78,1473.32,No
C0484,Female,0,Yes,Yes,2,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),67.74,13.61,No
C0485,Male,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,32.81,2243.44,No
C0486,Female,0,Yes,No,9,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.15,882.18,Yes
C0487,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,60.06,1375.55,No
C0488,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,94.5,6346.97,Yes
C0489,Male,0,No,No,60,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,113.45,6759.89,No
C0490,Male,0,No,No,28,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),102.95,2892.25,Yes
C0491,Female,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Mailed check,113.15,2001.62,No
C0492,Male,0,Yes,Yes,42,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),74.79,3095.9,No
C0493,Male,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,34.53,2243.67,Yes
C0494,Female,0,No,No,60,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),111.54,6611.3,No
C0495,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),104.85,4399.57,Yes
C0496,Male,0,Yes,No,24,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),104.44,2539.42,No
C0497,Male,1,No,No,19,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),87.33,1722.8,Yes
C0498,Female,0,Yes,No,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,80.49,3837.46,No
C0499,Male,1,No,No,23,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),19.47,515.48,Yes
C0500,Female,0,No,No,10,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,92.81,905.36,No
C0501,Male,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),27.15,1414.87,No
C0502,Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),43.98,1228.23,Yes
C0503,Male,1,Yes,No,68,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.15,4948.36,No
C0504,Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),63.17,3916.85,Yes
C0505,Male,0,Yes,Yes,58,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,19.58,1172.98,No
C0506,Male,0,No,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,100.4,502.65,Yes
C0507,Female,0,No,No,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,105.88,5320.44,No
C0508,Male,1,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,86.19,1734.06,No
C0509,Female,0,Yes,No,11,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,72.11,737.15,No
C0510,Female,0,Yes,No,49,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),114.07,5647.9,Yes
C0511,Male,0,No,Yes,3,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,30.0,110.43,No
C0512,Female,1,Yes,No,41,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,91.79,3746.03,No
C0513,Male,1,Yes,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),30.84,1118.56,No
C0514,Female,0,No,No,24,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,56.18,1327.98,No
C0515,Female,0,No,No,13,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,76.55,997.35,No
C0516,Male,1,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,91.71,2770.06,No
C0517,Female,0,Yes,Yes,10,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,18.37,244.6,No
C0518,Female,0,Yes,No,60,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),44.06,2695.33,No
C0519,Female,1,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),71.82,1212.57,No
C0520,Female,0,Yes,No,26,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,71.29,1833.31,Yes
C0521,Female,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),81.76,4413.88,Yes
C0522,Male,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),48.39,2572.0,No
C0523,Female,1,No,Yes,20,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),72.05,1426.0,No
C0524,Male,1,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.98,1640.09,No
C0525,Female,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,36.69,75.55,No
C0526,Male,0,Yes,Yes,40,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),75.66,2990.8,No
C0527,Male,1,No,Yes,58,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,86.55,5058.66,No
C0528,Female,1,No,No,53,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),30.04,1608.33,No
C0529,Female,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.28,601.9,Yes
C0530,Female,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),74.53,4789.94,No
C0531,Male,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,45.01,2795.98,No
C0532,Female,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),57.24,3991.29,No
C0533,Male,0,No,Yes,3,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,58.07,226.4,No
C0534,Male,0,No,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),35.86,2341.69,No
C0535,Male,0,No,No,14,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,18.13,268.23,No
C0536,Female,0,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),103.32,2117.16,No
C0537,Female,0,Yes,No,46,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,4098.12,No
C0538,Male,0,Yes,Yes,45,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,87.05,3922.07,No
